sale_id,customer_id,employee_id,branch_id,sale_date,payment_method,discount_amount
2260,,13,2,2025-07-30 19:21:18,Cash,17400.0
2261,,12,2,2024-09-17 17:10:34,Cash,0.0
2262,,39,5,2025-09-25 15:38:02,Cash,324500.0
2263,416,5,1,2024-05-05 14:40:29,Bank Transfer,135900.0
2264,930,32,4,2025-08-07 12:51:15,Cash,0.0
2265,,14,2,2024-02-24 15:18:04,Cash,0.0
2266,524,19,3,2024-08-05 13:40:27,Cash,0.0
2267,,15,2,2024-09-23 13:43:03,Bank Transfer,0.0
2268,819,20,3,2024-12-13 19:16:52,Bank Transfer,0.0
2269,468,34,5,2024-09-11 17:18:45,Mobile Payment,43300.0
2270,69,17,3,2025-01-18 17:56:08,Mobile Payment,651800.0
2271,929,26,4,2024-04-08 18:50:46,Card,0.0
2272,358,13,2,2024-10-04 11:35:01,Bank Transfer,63200.0
2273,393,8,1,2025-07-27 16:15:00,Bank Transfer,268300.0
2274,603,27,4,2024-01-26 14:43:23,Bank Transfer,962600.0
2275,34,12,2,2025-09-08 18:49:18,Card,0.0
2276,559,27,4,2025-06-26 09:43:54,Cash,0.0
2277,,37,5,2025-02-17 19:44:46,Card,0.0
2278,921,25,4,2024-08-02 11:28:06,Card,0.0
2279,209,3,1,2024-02-05 16:21:56,Cash,0.0
2280,278,9,2,2025-10-09 15:52:16,Card,0.0
2281,,17,3,2025-11-29 16:15:40,Card,0.0
2282,590,29,4,2024-05-08 15:05:40,Card,0.0
2283,38,14,2,2024-07-06 16:21:26,Card,0.0
2284,68,4,1,2024-07-01 10:21:10,Cash,550400.0
2285,386,11,2,2024-11-03 15:53:47,Card,0.0
2286,94,16,2,2025-04-09 17:34:56,Cash,0.0
2287,61,37,5,2025-04-27 18:51:53,Bank Transfer,0.0
2288,,22,3,2025-04-10 14:28:37,Cash,92100.0
2289,987,34,5,2024-01-22 18:48:39,Mobile Payment,0.0
2290,316,19,3,2024-08-10 09:34:00,Cash,0.0
2291,756,21,3,2025-04-02 14:12:51,Card,159200.0
2292,382,27,4,2025-10-11 12:03:12,Card,0.0
2293,882,1,1,2024-09-21 17:59:53,Cash,0.0
2294,,24,3,2025-05-10 11:05:06,Cash,133700.0
2295,,31,4,2025-03-15 12:58:23,Cash,0.0
2296,955,29,4,2024-04-13 13:30:56,Mobile Payment,45300.0
2297,693,14,2,2025-04-15 16:59:24,Bank Transfer,0.0
2298,,18,3,2025-02-01 19:57:24,Bank Transfer,693500.0
2299,,7,1,2025-11-14 19:47:14,Cash,0.0
2300,732,6,1,2025-10-15 19:38:45,Bank Transfer,132700.0
2301,111,33,5,2025-03-20 11:35:47,Cash,0.0
2302,265,33,5,2024-12-25 10:40:33,Cash,0.0
2303,362,36,5,2024-10-18 16:09:18,Cash,0.0
2304,214,20,3,2024-01-22 18:26:18,Bank Transfer,0.0
2305,623,3,1,2025-08-20 14:06:26,Bank Transfer,20700.0
2306,757,28,4,2024-08-16 10:55:59,Cash,187500.0
2307,927,21,3,2025-04-23 15:21:45,Cash,0.0
2308,401,27,4,2024-03-09 16:23:04,Cash,252500.0
2309,61,24,3,2024-09-23 19:21:45,Card,101900.0
2310,289,3,1,2025-04-12 15:02:31,Cash,144500.0
2311,320,34,5,2025-01-31 09:42:12,Cash,144700.0
2312,768,34,5,2024-02-03 19:06:18,Mobile Payment,143900.0
2313,144,33,5,2025-11-21 10:08:29,Mobile Payment,0.0
2314,,17,3,2025-06-22 09:42:12,Mobile Payment,513400.0
2315,334,3,1,2025-12-12 18:15:29,Cash,0.0
2316,473,12,2,2025-07-17 15:20:26,Cash,0.0
2317,326,1,1,2024-01-08 12:00:00,Card,0.0
2318,,9,2,2024-07-14 09:29:04,Mobile Payment,102100.0
2319,,40,5,2025-01-22 19:25:10,Cash,33200.0
2320,902,16,2,2024-05-17 18:42:10,Cash,0.0
2321,612,28,4,2025-07-26 18:49:57,Card,193700.0
2322,322,22,3,2025-04-11 11:57:32,Card,0.0
2323,273,33,5,2024-12-24 14:58:35,Cash,0.0
2324,254,37,5,2024-03-07 15:29:36,Bank Transfer,190000.0
2325,262,18,3,2024-03-13 17:39:07,Card,188000.0
2326,504,3,1,2025-03-06 11:35:58,Cash,18500.0
2327,,1,1,2024-12-30 16:51:01,Mobile Payment,0.0
2328,345,30,4,2025-12-03 11:42:58,Cash,0.0
2329,201,1,1,2024-04-16 14:44:41,Mobile Payment,0.0
2330,362,24,3,2025-11-25 09:00:08,Cash,0.0
2331,553,24,3,2025-12-06 16:57:10,Card,146500.0
2332,761,14,2,2025-03-26 11:42:34,Cash,322900.0
2333,275,1,1,2024-09-27 11:02:43,Cash,0.0
2334,432,35,5,2025-05-28 16:24:22,Bank Transfer,0.0
2335,834,38,5,2024-01-26 15:48:24,Card,0.0
2336,648,9,2,2024-02-22 09:11:21,Bank Transfer,0.0
2337,7,13,2,2025-10-12 19:32:18,Cash,0.0
2338,774,12,2,2025-05-08 09:27:38,Cash,107100.0
2339,697,22,3,2024-11-29 18:17:10,Mobile Payment,0.0
2340,442,2,1,2025-06-16 09:55:06,Card,0.0
2341,252,38,5,2025-09-10 11:28:06,Bank Transfer,0.0
2342,112,36,5,2025-06-01 15:05:25,Bank Transfer,0.0
2343,480,17,3,2025-07-06 13:12:05,Bank Transfer,0.0
2344,,1,1,2024-11-24 12:42:04,Card,0.0
2345,578,37,5,2024-12-10 18:23:34,Card,57900.0
2346,134,9,2,2025-05-22 17:15:28,Mobile Payment,0.0
2347,769,22,3,2025-08-19 11:12:11,Card,531200.0
2348,69,35,5,2025-06-10 15:12:08,Cash,171100.0
2349,493,7,1,2024-01-03 19:54:31,Cash,0.0
2350,,28,4,2024-09-08 14:25:17,Card,0.0
2351,426,19,3,2024-04-06 14:46:46,Bank Transfer,0.0
2352,367,25,4,2025-10-10 11:52:46,Cash,0.0
2353,367,20,3,2024-02-16 15:57:04,Bank Transfer,81600.0
2354,,12,2,2024-10-01 09:32:31,Cash,0.0
2355,885,3,1,2025-07-23 13:56:13,Card,0.0
2356,930,24,3,2025-12-29 12:52:55,Card,0.0
2357,35,17,3,2024-11-07 13:29:56,Cash,0.0
2358,928,33,5,2025-10-23 15:20:34,Card,0.0
2359,,7,1,2025-07-31 16:53:54,Mobile Payment,0.0
2360,173,5,1,2024-05-30 09:53:09,Cash,0.0
2361,497,5,1,2024-01-03 11:40:18,Cash,234300.0
2362,289,1,1,2024-01-28 10:12:08,Card,0.0
2363,175,14,2,2024-08-23 11:38:20,Bank Transfer,0.0
2364,965,37,5,2025-02-21 16:51:24,Card,0.0
2365,533,15,2,2024-02-26 11:31:12,Card,0.0
2366,745,40,5,2025-12-25 16:55:29,Bank Transfer,64500.0
2367,,36,5,2024-07-20 17:46:50,Card,0.0
2368,220,2,1,2024-10-11 13:04:10,Cash,213700.0
2369,,12,2,2024-07-20 19:29:17,Mobile Payment,0.0
2370,966,33,5,2024-12-14 12:48:02,Cash,0.0
2371,,12,2,2024-07-05 19:12:00,Cash,64500.0
2372,232,32,4,2024-10-18 16:46:40,Bank Transfer,0.0
2373,757,17,3,2025-07-23 19:49:24,Mobile Payment,48000.0
2374,566,18,3,2024-04-23 19:03:57,Cash,0.0
2375,609,31,4,2025-10-22 17:01:50,Mobile Payment,0.0
2376,369,11,2,2024-01-25 15:20:17,Cash,0.0
2377,426,16,2,2024-03-13 14:09:56,Cash,0.0
2378,90,9,2,2025-09-25 14:15:46,Bank Transfer,0.0
2379,,40,5,2024-10-15 16:35:29,Card,541100.0
2380,852,8,1,2025-06-20 10:47:02,Cash,0.0
2381,915,19,3,2024-04-17 10:47:32,Bank Transfer,0.0
2382,436,8,1,2024-06-22 12:44:04,Mobile Payment,404700.0
2383,,17,3,2024-09-28 10:08:04,Cash,0.0
2384,454,7,1,2025-03-01 09:49:27,Bank Transfer,24600.0
2385,731,38,5,2024-05-03 13:46:08,Cash,209300.0
2386,153,2,1,2024-03-22 15:11:55,Cash,188100.0
2387,47,27,4,2024-11-21 14:13:07,Card,222000.0
2388,,37,5,2024-11-24 11:19:59,Card,45500.0
2389,429,4,1,2024-03-17 18:06:49,Mobile Payment,0.0
2390,712,26,4,2025-08-24 11:42:44,Cash,0.0
2391,434,19,3,2024-12-30 13:40:12,Mobile Payment,350600.0
2392,49,31,4,2025-03-23 13:35:04,Cash,0.0
2393,305,1,1,2025-05-20 09:32:44,Mobile Payment,0.0
2394,881,12,2,2024-04-09 14:29:36,Cash,0.0
2395,513,9,2,2024-03-25 16:52:58,Bank Transfer,0.0
2396,41,2,1,2024-01-21 17:17:00,Bank Transfer,0.0
2397,921,7,1,2024-08-22 12:13:52,Mobile Payment,0.0
2398,,6,1,2024-12-28 09:33:41,Cash,0.0
2399,103,6,1,2025-01-14 15:59:18,Card,0.0
2400,,33,5,2025-03-26 15:05:37,Bank Transfer,0.0
2401,107,37,5,2025-09-16 09:15:08,Card,0.0
2402,828,22,3,2024-01-24 19:50:02,Cash,0.0
2403,823,39,5,2024-02-06 12:37:03,Cash,0.0
2404,782,14,2,2024-03-17 14:15:16,Cash,0.0
2405,,4,1,2025-05-19 17:05:54,Cash,0.0
2406,598,33,5,2025-08-13 16:22:31,Mobile Payment,0.0
2407,,29,4,2024-11-15 13:57:38,Cash,0.0
2408,801,27,4,2025-03-17 10:01:21,Mobile Payment,0.0
2409,324,6,1,2025-01-27 17:32:51,Mobile Payment,0.0
2410,602,1,1,2024-06-29 12:34:18,Cash,0.0
2411,69,15,2,2025-10-21 19:02:39,Card,150700.0
2412,662,10,2,2025-06-25 12:41:16,Cash,0.0
2413,,12,2,2024-10-29 15:46:42,Cash,880600.0
2414,433,27,4,2025-12-23 13:08:47,Cash,420400.0
2415,781,5,1,2024-10-28 19:21:01,Card,0.0
2416,457,25,4,2025-06-19 10:16:18,Mobile Payment,116100.0
2417,,10,2,2024-12-18 19:59:12,Cash,0.0
2418,205,12,2,2024-10-10 14:04:11,Bank Transfer,0.0
2419,158,5,1,2025-10-28 16:48:57,Mobile Payment,26700.0
2420,478,17,3,2025-10-27 09:28:32,Mobile Payment,0.0
2421,464,31,4,2025-12-31 09:41:14,Cash,0.0
2422,494,5,1,2025-06-04 11:44:16,Cash,0.0
2423,,32,4,2024-07-26 09:48:24,Mobile Payment,122300.0
2424,826,1,1,2024-03-03 18:09:20,Mobile Payment,290400.0
2425,699,24,3,2024-05-04 13:22:07,Cash,481000.0
2426,437,30,4,2025-02-01 11:29:23,Bank Transfer,0.0
2427,268,36,5,2025-09-11 16:23:39,Cash,0.0
2428,526,25,4,2024-12-05 13:56:16,Cash,0.0
2429,607,20,3,2025-06-07 17:21:57,Card,0.0
2430,203,28,4,2025-07-16 14:19:17,Mobile Payment,53100.0
2431,654,39,5,2025-12-20 19:39:45,Bank Transfer,0.0
2432,173,16,2,2024-06-18 13:28:51,Cash,48100.0
2433,717,7,1,2024-06-09 10:47:31,Mobile Payment,155600.0
2434,867,10,2,2025-08-05 10:25:27,Bank Transfer,0.0
2435,599,39,5,2025-05-06 15:11:59,Cash,175500.0
2436,,39,5,2025-03-26 09:43:29,Mobile Payment,0.0
2437,386,14,2,2025-04-12 17:23:44,Mobile Payment,0.0
2438,137,22,3,2024-10-02 11:18:30,Mobile Payment,98900.0
2439,2,6,1,2024-03-27 16:05:50,Card,0.0
2440,432,10,2,2024-08-02 10:50:54,Cash,120500.0
2441,474,11,2,2024-03-31 09:06:10,Bank Transfer,0.0
2442,573,40,5,2025-04-27 09:14:06,Cash,482600.0
2443,267,14,2,2024-11-09 14:24:51,Mobile Payment,0.0
2444,217,34,5,2024-02-01 19:25:59,Mobile Payment,421200.0
2445,417,10,2,2024-04-01 18:53:11,Mobile Payment,0.0
2446,333,16,2,2024-05-17 10:06:08,Card,149000.0
2447,92,6,1,2025-09-28 14:19:31,Card,0.0
2448,435,33,5,2024-03-22 12:07:52,Cash,28800.0
2449,953,2,1,2024-12-18 13:36:21,Bank Transfer,0.0
2450,541,33,5,2025-09-08 10:15:24,Bank Transfer,0.0
2451,651,37,5,2025-07-09 19:13:50,Mobile Payment,0.0
2452,273,39,5,2024-10-25 12:38:19,Bank Transfer,0.0
2453,616,6,1,2024-08-13 11:50:49,Bank Transfer,0.0
2454,277,22,3,2024-12-30 10:43:25,Cash,0.0
2455,902,18,3,2024-03-23 19:36:13,Cash,0.0
2456,447,32,4,2025-03-27 19:01:39,Cash,0.0
2457,677,35,5,2024-11-30 17:53:40,Mobile Payment,64300.0
2458,237,39,5,2025-08-03 19:44:19,Bank Transfer,0.0
2459,,17,3,2025-08-29 14:44:41,Cash,0.0
2460,608,26,4,2025-05-21 09:00:02,Mobile Payment,0.0
2461,342,13,2,2025-06-02 10:00:55,Bank Transfer,0.0
2462,,22,3,2025-03-17 10:17:17,Cash,0.0
2463,939,2,1,2024-11-11 17:14:10,Cash,0.0
2464,856,3,1,2024-05-06 15:52:50,Cash,0.0
2465,518,9,2,2024-05-05 15:29:37,Mobile Payment,0.0
2466,339,15,2,2025-06-01 13:06:18,Cash,0.0
2467,931,6,1,2024-07-23 17:43:55,Cash,0.0
2468,514,7,1,2025-07-10 12:25:09,Card,0.0
2469,453,1,1,2025-01-16 18:05:58,Bank Transfer,369500.0
2470,832,14,2,2024-05-23 11:06:30,Cash,97600.0
2471,265,9,2,2024-06-07 18:04:41,Cash,0.0
2472,981,10,2,2024-10-24 14:48:55,Cash,57600.0
2473,443,2,1,2024-08-03 10:18:27,Cash,0.0
2474,,6,1,2024-12-09 19:58:39,Cash,0.0
2475,739,24,3,2025-02-13 18:59:41,Bank Transfer,0.0
2476,,29,4,2024-03-20 10:13:22,Card,48000.0
2477,,28,4,2024-08-10 18:26:32,Cash,93600.0
2478,,19,3,2024-05-11 09:06:04,Mobile Payment,561400.0
2479,111,5,1,2024-08-25 12:07:26,Card,0.0
2480,862,40,5,2024-02-10 16:07:07,Mobile Payment,0.0
2481,793,16,2,2024-04-30 14:41:23,Card,305100.0
2482,457,21,3,2025-12-29 15:47:37,Cash,0.0
2483,,6,1,2025-10-23 16:40:04,Mobile Payment,145900.0
2484,61,16,2,2025-09-14 12:25:24,Cash,34400.0
2485,701,7,1,2024-03-10 17:10:47,Bank Transfer,0.0
2486,316,37,5,2025-01-18 11:29:57,Bank Transfer,0.0
2487,645,21,3,2025-10-04 19:22:21,Card,0.0
2488,429,20,3,2024-01-28 09:04:31,Cash,134300.0
2489,425,23,3,2025-04-03 11:16:03,Mobile Payment,136500.0
2490,962,20,3,2025-03-24 13:09:32,Cash,79000.0
2491,163,8,1,2024-06-14 15:21:10,Bank Transfer,0.0
2492,203,27,4,2025-01-17 09:03:36,Mobile Payment,0.0
2493,816,7,1,2024-12-21 09:25:57,Cash,595800.0
2494,49,2,1,2024-01-28 09:50:56,Card,0.0
2495,980,27,4,2024-09-07 11:06:53,Mobile Payment,0.0
2496,133,39,5,2024-01-29 14:33:27,Mobile Payment,159600.0
2497,312,8,1,2025-04-13 11:10:09,Bank Transfer,0.0
2498,801,32,4,2025-11-14 17:28:13,Mobile Payment,0.0
2499,239,11,2,2024-07-31 17:14:23,Cash,0.0
2500,585,7,1,2025-10-30 12:40:11,Bank Transfer,103100.0
2501,486,15,2,2024-04-17 15:46:47,Cash,0.0
2502,,25,4,2024-11-15 16:42:24,Cash,305000.0
2503,37,3,1,2025-09-24 19:26:29,Cash,218500.0
2504,509,13,2,2025-02-10 19:17:49,Cash,0.0
2505,517,30,4,2025-02-06 12:11:55,Card,13900.0
2506,83,35,5,2025-11-28 16:11:50,Card,0.0
2507,463,14,2,2024-09-09 17:16:04,Mobile Payment,0.0
2508,881,11,2,2025-11-16 13:55:58,Card,0.0
2509,926,4,1,2024-07-18 16:32:13,Cash,0.0
2510,781,20,3,2024-02-22 09:03:11,Mobile Payment,69400.0
2511,908,3,1,2025-07-27 09:15:57,Cash,0.0
2512,767,16,2,2025-08-05 12:37:11,Card,0.0
2513,723,12,2,2024-09-09 15:46:36,Cash,0.0
2514,,34,5,2025-10-07 19:26:58,Card,340700.0
2515,198,16,2,2024-05-30 13:49:19,Cash,0.0
2516,515,27,4,2024-07-08 11:06:51,Cash,211900.0
2517,550,40,5,2024-09-16 14:06:05,Cash,0.0
2518,5,18,3,2024-08-18 12:37:27,Mobile Payment,266900.0
2519,,12,2,2025-08-10 10:37:45,Cash,0.0
2520,667,30,4,2024-03-05 15:29:56,Bank Transfer,0.0
2521,,32,4,2025-02-19 09:47:11,Cash,366800.0
2522,426,28,4,2024-05-02 16:29:30,Cash,0.0
2523,845,40,5,2024-07-15 17:05:42,Cash,127800.0
2524,582,38,5,2025-07-07 12:46:35,Bank Transfer,48400.0
2525,886,4,1,2024-11-21 19:27:46,Bank Transfer,668300.0
2526,721,35,5,2024-11-27 13:06:31,Card,173700.0
2527,664,37,5,2024-12-15 17:44:02,Mobile Payment,0.0
2528,244,2,1,2025-03-13 11:23:18,Cash,72700.0
2529,552,26,4,2024-08-16 15:29:44,Cash,0.0
2530,,8,1,2025-11-15 12:24:30,Card,0.0
2531,875,10,2,2024-06-27 10:29:50,Cash,0.0
2532,265,32,4,2024-05-24 09:17:05,Bank Transfer,0.0
2533,271,30,4,2025-12-07 17:24:44,Cash,105600.0
2534,848,23,3,2024-04-15 15:07:18,Mobile Payment,0.0
2535,97,5,1,2024-04-01 13:08:22,Bank Transfer,0.0
2536,,19,3,2025-06-03 17:11:12,Cash,0.0
2537,280,18,3,2025-09-13 16:56:49,Card,195700.0
2538,597,20,3,2025-05-14 15:12:26,Card,0.0
2539,64,22,3,2024-12-21 12:38:17,Card,0.0
2540,645,8,1,2025-12-21 11:33:21,Cash,45900.0
2541,432,18,3,2024-09-26 11:58:04,Bank Transfer,0.0
2542,,16,2,2025-10-13 16:59:50,Cash,943800.0
2543,125,1,1,2025-02-08 19:22:49,Bank Transfer,99900.0
2544,85,26,4,2025-01-06 09:17:07,Card,113100.0
2545,107,9,2,2024-01-05 11:37:44,Mobile Payment,0.0
2546,,9,2,2025-12-26 14:23:20,Card,0.0
2547,183,29,4,2024-11-16 15:59:34,Mobile Payment,0.0
2548,266,37,5,2025-02-28 14:04:36,Bank Transfer,260700.0
2549,630,21,3,2025-08-18 09:12:23,Cash,0.0
2550,591,3,1,2024-04-12 19:54:34,Bank Transfer,0.0
2551,591,1,1,2024-06-06 12:58:34,Mobile Payment,366600.0
2552,,29,4,2024-10-03 19:04:57,Bank Transfer,157700.0
2553,352,39,5,2024-06-15 13:51:01,Card,0.0
2554,,34,5,2024-09-24 14:00:38,Bank Transfer,373800.0
2555,657,1,1,2025-01-27 16:14:14,Cash,108600.0
2556,785,13,2,2025-08-13 15:25:33,Cash,0.0
2557,194,21,3,2024-11-11 17:54:19,Cash,0.0
2558,,25,4,2024-07-12 19:08:10,Bank Transfer,0.0
2559,772,36,5,2025-08-10 10:01:13,Cash,0.0
2560,484,40,5,2024-06-25 18:21:52,Mobile Payment,0.0
2561,106,12,2,2025-12-19 09:50:11,Card,0.0
2562,386,29,4,2025-03-03 11:06:54,Cash,0.0
2563,344,38,5,2025-09-04 09:37:57,Mobile Payment,0.0
2564,213,28,4,2025-04-07 17:58:45,Cash,0.0
2565,406,24,3,2025-03-23 15:37:22,Bank Transfer,0.0
2566,341,7,1,2025-04-20 18:46:49,Mobile Payment,0.0
2567,506,23,3,2025-05-30 16:00:19,Cash,0.0
2568,,14,2,2024-02-02 13:06:26,Card,16400.0
2569,813,12,2,2025-07-28 09:11:37,Cash,0.0
2570,437,24,3,2024-09-26 18:54:30,Bank Transfer,0.0
2571,950,14,2,2024-08-16 19:55:14,Cash,0.0
2572,491,19,3,2024-05-16 17:45:30,Cash,333800.0
2573,515,2,1,2024-02-25 14:42:00,Bank Transfer,0.0
2574,864,17,3,2024-01-29 14:39:31,Cash,457400.0
2575,729,39,5,2024-11-24 13:36:02,Card,100800.0
2576,850,33,5,2025-08-10 12:29:23,Card,0.0
2577,338,7,1,2024-04-04 19:27:37,Mobile Payment,181500.0
2578,798,22,3,2025-07-05 11:31:29,Card,0.0
2579,613,17,3,2025-03-21 09:54:33,Card,34500.0
2580,143,37,5,2025-01-09 18:45:49,Cash,0.0
2581,862,12,2,2025-05-03 14:36:55,Cash,89500.0
2582,950,2,1,2024-08-24 12:50:30,Mobile Payment,133200.0
2583,949,8,1,2024-04-10 11:31:32,Card,0.0
2584,752,34,5,2024-07-15 19:11:11,Mobile Payment,0.0
2585,864,14,2,2024-04-24 18:31:32,Cash,0.0
2586,120,3,1,2025-06-07 13:10:08,Card,154100.0
2587,915,9,2,2024-12-15 19:30:36,Mobile Payment,0.0
2588,,15,2,2025-05-27 11:48:10,Bank Transfer,0.0
2589,,30,4,2024-10-21 15:11:05,Mobile Payment,23600.0
2590,729,13,2,2024-01-11 16:53:49,Cash,244300.0
2591,582,2,1,2024-04-17 12:17:16,Card,0.0
2592,366,37,5,2024-12-30 13:42:58,Bank Transfer,0.0
2593,153,5,1,2025-05-16 13:50:53,Bank Transfer,0.0
2594,408,23,3,2024-11-29 10:55:18,Card,634800.0
2595,,39,5,2024-11-01 15:20:55,Card,0.0
2596,,37,5,2024-06-07 10:15:38,Mobile Payment,0.0
2597,402,16,2,2024-05-04 14:16:53,Cash,0.0
2598,,8,1,2024-12-19 12:52:30,Bank Transfer,81200.0
2599,586,20,3,2025-10-17 16:23:22,Mobile Payment,0.0
2600,912,18,3,2024-03-03 17:33:22,Bank Transfer,115200.0
2601,,36,5,2024-10-19 11:49:41,Cash,56500.0
2602,,26,4,2025-09-02 16:08:40,Cash,0.0
2603,233,34,5,2025-11-28 16:14:07,Cash,566700.0
2604,,33,5,2025-05-12 10:57:08,Mobile Payment,0.0
2605,763,1,1,2024-05-30 13:54:07,Mobile Payment,103500.0
2606,112,34,5,2024-12-30 11:52:57,Cash,0.0
2607,231,1,1,2024-02-23 14:17:18,Card,11800.0
2608,638,30,4,2024-04-04 09:02:01,Mobile Payment,0.0
2609,,13,2,2025-04-06 19:52:50,Bank Transfer,30600.0
2610,292,10,2,2024-06-27 18:51:04,Card,0.0
2611,480,16,2,2024-01-26 14:02:24,Card,0.0
2612,119,24,3,2025-01-20 12:51:04,Cash,0.0
2613,658,19,3,2024-07-27 16:10:16,Mobile Payment,0.0
2614,199,33,5,2024-10-11 14:48:21,Cash,497800.0
2615,896,7,1,2024-10-05 12:30:05,Mobile Payment,0.0
2616,,28,4,2024-03-11 10:27:02,Cash,80900.0
2617,392,21,3,2024-07-06 13:00:05,Cash,311200.0
2618,319,22,3,2025-05-29 19:14:27,Bank Transfer,0.0
2619,837,19,3,2024-12-23 13:59:10,Mobile Payment,219900.0
2620,693,38,5,2024-03-04 16:33:55,Mobile Payment,0.0
2621,512,6,1,2025-06-26 09:34:54,Card,0.0
2622,715,13,2,2025-02-26 16:04:41,Bank Transfer,161200.0
2623,876,14,2,2025-09-19 19:24:12,Mobile Payment,0.0
2624,829,5,1,2024-11-15 15:17:50,Mobile Payment,51000.0
2625,939,32,4,2024-12-01 17:00:24,Cash,0.0
2626,686,16,2,2024-01-29 18:29:06,Mobile Payment,88000.0
2627,511,35,5,2025-04-03 14:39:10,Mobile Payment,0.0
2628,74,32,4,2024-10-26 09:00:38,Cash,0.0
2629,317,1,1,2025-01-21 10:00:33,Mobile Payment,58200.0
2630,342,11,2,2024-04-29 11:44:25,Mobile Payment,0.0
2631,632,28,4,2024-10-02 18:07:00,Card,0.0
2632,669,21,3,2024-03-22 10:50:51,Cash,0.0
2633,482,19,3,2025-08-27 14:32:40,Card,0.0
2634,,21,3,2025-09-01 15:20:20,Cash,0.0
2635,638,14,2,2024-09-26 19:33:03,Mobile Payment,0.0
2636,,28,4,2024-09-07 14:11:14,Card,0.0
2637,,11,2,2024-01-03 11:01:25,Cash,0.0
2638,654,29,4,2024-11-10 17:56:10,Card,0.0
2639,590,23,3,2024-08-23 09:44:37,Cash,0.0
2640,968,39,5,2025-10-28 13:54:39,Mobile Payment,0.0
2641,426,38,5,2024-09-20 14:40:32,Mobile Payment,0.0
2642,966,26,4,2024-12-18 12:16:10,Card,0.0
2643,782,31,4,2025-03-12 14:16:48,Cash,208400.0
2644,788,22,3,2025-10-05 13:41:03,Cash,0.0
2645,285,37,5,2025-01-02 12:35:35,Cash,0.0
2646,552,35,5,2024-05-15 17:38:46,Mobile Payment,0.0
2647,574,2,1,2024-07-25 12:51:40,Cash,48500.0
2648,386,34,5,2025-10-13 15:53:09,Cash,0.0
2649,735,30,4,2024-02-09 18:49:04,Mobile Payment,0.0
2650,721,10,2,2025-01-14 10:02:41,Mobile Payment,63100.0
2651,852,28,4,2024-05-21 09:43:24,Cash,0.0
2652,566,35,5,2025-01-26 12:59:10,Card,0.0
2653,684,30,4,2024-08-22 18:32:55,Mobile Payment,0.0
2654,883,19,3,2025-08-29 12:01:50,Cash,0.0
2655,864,34,5,2025-02-26 16:19:45,Card,180700.0
2656,632,24,3,2024-12-10 11:50:32,Mobile Payment,0.0
2657,40,35,5,2024-07-10 13:21:22,Bank Transfer,0.0
2658,886,38,5,2024-10-13 14:13:36,Cash,0.0
2659,10,27,4,2024-08-08 12:36:21,Cash,233900.0
2660,213,28,4,2025-04-10 16:42:47,Mobile Payment,0.0
2661,771,4,1,2024-04-07 10:04:28,Cash,253100.0
2662,414,10,2,2024-12-10 10:21:27,Cash,57600.0
2663,74,36,5,2024-12-22 19:32:43,Mobile Payment,0.0
2664,853,28,4,2025-09-17 15:50:17,Cash,0.0
2665,590,15,2,2025-11-07 17:42:46,Cash,105200.0
2666,212,30,4,2024-02-06 15:24:39,Mobile Payment,124000.0
2667,,20,3,2024-07-29 10:49:57,Cash,112100.0
2668,927,4,1,2025-02-22 12:10:14,Cash,0.0
2669,,23,3,2024-04-05 12:44:57,Card,0.0
2670,547,20,3,2024-01-31 09:29:41,Mobile Payment,0.0
2671,895,18,3,2025-05-28 12:06:25,Cash,27400.0
2672,431,31,4,2025-02-17 09:29:03,Cash,800500.0
2673,581,15,2,2024-03-24 09:26:32,Cash,0.0
2674,319,5,1,2024-07-19 18:27:33,Cash,102700.0
2675,636,7,1,2025-10-09 12:33:56,Cash,0.0
2676,111,8,1,2025-09-10 11:06:26,Mobile Payment,0.0
2677,220,18,3,2024-12-07 11:43:33,Card,0.0
2678,799,29,4,2025-08-06 12:07:15,Mobile Payment,0.0
2679,661,18,3,2024-04-05 17:56:08,Bank Transfer,44400.0
2680,853,21,3,2025-07-01 12:26:11,Mobile Payment,209600.0
2681,681,8,1,2024-11-14 18:26:54,Card,0.0
2682,759,35,5,2024-04-27 17:54:56,Cash,0.0
2683,82,18,3,2024-07-31 13:48:42,Card,0.0
2684,200,21,3,2025-05-05 16:05:14,Cash,0.0
2685,212,13,2,2024-03-30 09:27:23,Bank Transfer,0.0
2686,259,32,4,2025-10-08 09:55:15,Cash,89200.0
2687,,37,5,2024-07-26 18:30:57,Mobile Payment,329200.0
2688,203,17,3,2025-09-29 12:21:47,Card,340200.0
2689,123,31,4,2025-02-08 13:57:27,Mobile Payment,0.0
2690,579,40,5,2025-06-22 17:32:19,Bank Transfer,392700.0
2691,476,37,5,2025-03-02 10:41:55,Card,0.0
2692,446,16,2,2025-11-17 17:25:25,Card,0.0
2693,156,17,3,2025-10-18 12:03:56,Cash,0.0
2694,862,4,1,2024-08-09 14:11:53,Cash,0.0
2695,193,1,1,2025-07-06 13:50:40,Mobile Payment,0.0
2696,,16,2,2025-02-25 16:24:09,Bank Transfer,737000.0
2697,598,36,5,2025-12-01 13:35:52,Mobile Payment,311400.0
2698,378,33,5,2024-11-15 09:49:01,Cash,0.0
2699,,10,2,2024-07-28 13:52:40,Cash,0.0
2700,,37,5,2024-05-24 19:39:11,Mobile Payment,97100.0
2701,745,8,1,2024-12-11 09:46:59,Card,0.0
