price_date,gold_type_id,price_per_gram
2024-09-06,2,183700.0
2024-09-06,3,150400.0
2024-09-06,4,117300.0
2024-09-07,1,200400.0
2024-09-07,2,183600.0
2024-09-07,3,150300.0
2024-09-07,4,117200.0
2024-09-08,1,200400.0
2024-09-08,2,183600.0
2024-09-08,3,150300.0
2024-09-08,4,117200.0
2024-09-09,1,200700.0
2024-09-09,2,183800.0
2024-09-09,3,150500.0
2024-09-09,4,117400.0
2024-09-10,1,200300.0
2024-09-10,2,183500.0
2024-09-10,3,150200.0
2024-09-10,4,117200.0
2024-09-11,1,200200.0
2024-09-11,2,183400.0
2024-09-11,3,150100.0
2024-09-11,4,117100.0
2024-09-12,1,199600.0
2024-09-12,2,182800.0
2024-09-12,3,149700.0
2024-09-12,4,116800.0
2024-09-13,1,199100.0
2024-09-13,2,182400.0
2024-09-13,3,149400.0
2024-09-13,4,116500.0
2024-09-14,1,199900.0
2024-09-14,2,183100.0
2024-09-14,3,149900.0
2024-09-14,4,116900.0
2024-09-15,1,200000.0
2024-09-15,2,183200.0
2024-09-15,3,150000.0
2024-09-15,4,117000.0
2024-09-16,1,199900.0
2024-09-16,2,183200.0
2024-09-16,3,150000.0
2024-09-16,4,117000.0
2024-09-17,1,199400.0
2024-09-17,2,182700.0
2024-09-17,3,149600.0
2024-09-17,4,116700.0
2024-09-18,1,198800.0
2024-09-18,2,182100.0
2024-09-18,3,149100.0
2024-09-18,4,116300.0
2024-09-19,1,198800.0
2024-09-19,2,182100.0
2024-09-19,3,149100.0
2024-09-19,4,116300.0
2024-09-20,1,199200.0
2024-09-20,2,182400.0
2024-09-20,3,149400.0
2024-09-20,4,116500.0
2024-09-21,1,198400.0
2024-09-21,2,181800.0
2024-09-21,3,148800.0
2024-09-21,4,116100.0
2024-09-22,1,199000.0
2024-09-22,2,182300.0
2024-09-22,3,149300.0
2024-09-22,4,116400.0
2024-09-23,1,199100.0
2024-09-23,2,182400.0
2024-09-23,3,149400.0
2024-09-23,4,116500.0
2024-09-24,1,198600.0
2024-09-24,2,181900.0
2024-09-24,3,148900.0
2024-09-24,4,116200.0
2024-09-25,1,198600.0
2024-09-25,2,181900.0
2024-09-25,3,149000.0
2024-09-25,4,116200.0
2024-09-26,1,198100.0
2024-09-26,2,181400.0
2024-09-26,3,148500.0
2024-09-26,4,115900.0
2024-09-27,1,198300.0
2024-09-27,2,181700.0
2024-09-27,3,148800.0
2024-09-27,4,116000.0
2024-09-28,1,199000.0
2024-09-28,2,182300.0
2024-09-28,3,149300.0
2024-09-28,4,116400.0
2024-09-29,1,199800.0
2024-09-29,2,183000.0
2024-09-29,3,149900.0
2024-09-29,4,116900.0
2024-09-30,1,200400.0
2024-09-30,2,183600.0
2024-09-30,3,150300.0
2024-09-30,4,117300.0
2024-10-01,1,200800.0
2024-10-01,2,183900.0
2024-10-01,3,150600.0
2024-10-01,4,117500.0
2024-10-02,1,200900.0
2024-10-02,2,184100.0
2024-10-02,3,150700.0
2024-10-02,4,117500.0
2024-10-03,1,200800.0
2024-10-03,2,183900.0
2024-10-03,3,150600.0
2024-10-03,4,117500.0
2024-10-04,1,200100.0
2024-10-04,2,183300.0
2024-10-04,3,150100.0
2024-10-04,4,117000.0
2024-10-05,1,200200.0
2024-10-05,2,183400.0
2024-10-05,3,150200.0
2024-10-05,4,117100.0
2024-10-06,1,199800.0
2024-10-06,2,183100.0
2024-10-06,3,149900.0
2024-10-06,4,116900.0
2024-10-07,1,200500.0
2024-10-07,2,183600.0
2024-10-07,3,150400.0
2024-10-07,4,117300.0
2024-10-08,1,201100.0
2024-10-08,2,184200.0
2024-10-08,3,150800.0
2024-10-08,4,117700.0
2024-10-09,1,201000.0
2024-10-09,2,184100.0
2024-10-09,3,150700.0
2024-10-09,4,117600.0
2024-10-10,1,201300.0
2024-10-10,2,184400.0
2024-10-10,3,150900.0
2024-10-10,4,117700.0
2024-10-11,1,201800.0
2024-10-11,2,184800.0
2024-10-11,3,151300.0
2024-10-11,4,118100.0
2024-10-12,1,202400.0
2024-10-12,2,185400.0
2024-10-12,3,151800.0
2024-10-12,4,118400.0
2024-10-13,1,202800.0
2024-10-13,2,185800.0
2024-10-13,3,152100.0
2024-10-13,4,118700.0
2024-10-14,1,202200.0
2024-10-14,2,185200.0
2024-10-14,3,151700.0
2024-10-14,4,118300.0
2024-10-15,1,201600.0
2024-10-15,2,184700.0
2024-10-15,3,151200.0
2024-10-15,4,118000.0
2024-10-16,1,201700.0
2024-10-16,2,184800.0
2024-10-16,3,151300.0
2024-10-16,4,118000.0
2024-10-17,1,201300.0
2024-10-17,2,184400.0
2024-10-17,3,151000.0
2024-10-17,4,117800.0
2024-10-18,1,202100.0
2024-10-18,2,185100.0
2024-10-18,3,151500.0
2024-10-18,4,118200.0
2024-10-19,1,201800.0
2024-10-19,2,184800.0
2024-10-19,3,151300.0
2024-10-19,4,118000.0
2024-10-20,1,202600.0
2024-10-20,2,185500.0
2024-10-20,3,151900.0
2024-10-20,4,118500.0
2024-10-21,1,202500.0
2024-10-21,2,185500.0
2024-10-21,3,151900.0
2024-10-21,4,118500.0
2024-10-22,1,202000.0
2024-10-22,2,185100.0
2024-10-22,3,151500.0
2024-10-22,4,118200.0
2024-10-23,1,202500.0
2024-10-23,2,185500.0
2024-10-23,3,151900.0
2024-10-23,4,118500.0
2024-10-24,1,203100.0
2024-10-24,2,186100.0
2024-10-24,3,152300.0
2024-10-24,4,118800.0
2024-10-25,1,203400.0
2024-10-25,2,186300.0
2024-10-25,3,152500.0
2024-10-25,4,119000.0
2024-10-26,1,202800.0
2024-10-26,2,185700.0
2024-10-26,3,152100.0
2024-10-26,4,118600.0
2024-10-27,1,202000.0
2024-10-27,2,185000.0
2024-10-27,3,151500.0
2024-10-27,4,118200.0
2024-10-28,1,202400.0
2024-10-28,2,185400.0
2024-10-28,3,151800.0
2024-10-28,4,118400.0
2024-10-29,1,202800.0
2024-10-29,2,185800.0
2024-10-29,3,152100.0
2024-10-29,4,118600.0
2024-10-30,1,202600.0
2024-10-30,2,185600.0
2024-10-30,3,151900.0
2024-10-30,4,118500.0
2024-10-31,1,202400.0
2024-10-31,2,185400.0
2024-10-31,3,151800.0
2024-10-31,4,118400.0
2024-11-01,1,201900.0
2024-11-01,2,184900.0
2024-11-01,3,151400.0
2024-11-01,4,118100.0
2024-11-02,1,202300.0
2024-11-02,2,185300.0
2024-11-02,3,151700.0
2024-11-02,4,118300.0
2024-11-03,1,201900.0
2024-11-03,2,185000.0
2024-11-03,3,151400.0
2024-11-03,4,118100.0
2024-11-04,1,202700.0
2024-11-04,2,185600.0
2024-11-04,3,152000.0
2024-11-04,4,118600.0
2024-11-05,1,202600.0
2024-11-05,2,185600.0
2024-11-05,3,152000.0
2024-11-05,4,118500.0
2024-11-06,1,202500.0
2024-11-06,2,185500.0
2024-11-06,3,151900.0
2024-11-06,4,118500.0
2024-11-07,1,202200.0
2024-11-07,2,185200.0
2024-11-07,3,151600.0
2024-11-07,4,118300.0
2024-11-08,1,202600.0
2024-11-08,2,185600.0
2024-11-08,3,152000.0
2024-11-08,4,118500.0
2024-11-09,1,203200.0
2024-11-09,2,186100.0
2024-11-09,3,152400.0
2024-11-09,4,118900.0
2024-11-10,1,203100.0
2024-11-10,2,186100.0
2024-11-10,3,152300.0
2024-11-10,4,118800.0
2024-11-11,1,203700.0
2024-11-11,2,186600.0
2024-11-11,3,152800.0
2024-11-11,4,119200.0
2024-11-12,1,203800.0
2024-11-12,2,186700.0
2024-11-12,3,152900.0
2024-11-12,4,119200.0
2024-11-13,1,203700.0
2024-11-13,2,186600.0
2024-11-13,3,152800.0
2024-11-13,4,119100.0
2024-11-14,1,203900.0
2024-11-14,2,186700.0
2024-11-14,3,152900.0
2024-11-14,4,119300.0
2024-11-15,1,203500.0
2024-11-15,2,186400.0
2024-11-15,3,152600.0
2024-11-15,4,119100.0
2024-11-16,1,203300.0
2024-11-16,2,186200.0
2024-11-16,3,152500.0
2024-11-16,4,118900.0
2024-11-17,1,203100.0
2024-11-17,2,186000.0
2024-11-17,3,152300.0
2024-11-17,4,118800.0
2024-11-18,1,203600.0
2024-11-18,2,186500.0
2024-11-18,3,152700.0
2024-11-18,4,119100.0
2024-11-19,1,204100.0
2024-11-19,2,187000.0
2024-11-19,3,153100.0
2024-11-19,4,119400.0
2024-11-20,1,204900.0
2024-11-20,2,187600.0
2024-11-20,3,153600.0
2024-11-20,4,119800.0
2024-11-21,1,205200.0
2024-11-21,2,188000.0
2024-11-21,3,153900.0
2024-11-21,4,120100.0
2024-11-22,1,205800.0
2024-11-22,2,188500.0
2024-11-22,3,154400.0
2024-11-22,4,120400.0
2024-11-23,1,205800.0
2024-11-23,2,188500.0
2024-11-23,3,154400.0
2024-11-23,4,120400.0
2024-11-24,1,206300.0
2024-11-24,2,189000.0
2024-11-24,3,154700.0
2024-11-24,4,120700.0
2024-11-25,1,205800.0
2024-11-25,2,188500.0
2024-11-25,3,154300.0
2024-11-25,4,120400.0
2024-11-26,1,205300.0
2024-11-26,2,188100.0
2024-11-26,3,154000.0
2024-11-26,4,120100.0
2024-11-27,1,205300.0
2024-11-27,2,188000.0
2024-11-27,3,153900.0
2024-11-27,4,120100.0
2024-11-28,1,205100.0
2024-11-28,2,187800.0
2024-11-28,3,153800.0
2024-11-28,4,120000.0
2024-11-29,1,205300.0
2024-11-29,2,188000.0
2024-11-29,3,153900.0
2024-11-29,4,120100.0
2024-11-30,1,205700.0
2024-11-30,2,188400.0
2024-11-30,3,154300.0
2024-11-30,4,120300.0
2024-12-01,1,206200.0
2024-12-01,2,188900.0
2024-12-01,3,154700.0
2024-12-01,4,120600.0
2024-12-02,1,205700.0
2024-12-02,2,188400.0
2024-12-02,3,154300.0
2024-12-02,4,120300.0
2024-12-03,1,206600.0
2024-12-03,2,189300.0
2024-12-03,3,155000.0
2024-12-03,4,120900.0
2024-12-04,1,205800.0
2024-12-04,2,188500.0
2024-12-04,3,154400.0
2024-12-04,4,120400.0
2024-12-05,1,205200.0
2024-12-05,2,187900.0
2024-12-05,3,153900.0
2024-12-05,4,120000.0
2024-12-06,1,204600.0
2024-12-06,2,187400.0
2024-12-06,3,153500.0
2024-12-06,4,119700.0
2024-12-07,1,205500.0
2024-12-07,2,188200.0
2024-12-07,3,154100.0
2024-12-07,4,120200.0
2024-12-08,1,205500.0
2024-12-08,2,188200.0
2024-12-08,3,154100.0
2024-12-08,4,120200.0
2024-12-09,1,204800.0
2024-12-09,2,187600.0
2024-12-09,3,153600.0
2024-12-09,4,119800.0
2024-12-10,1,204400.0
2024-12-10,2,187200.0
2024-12-10,3,153300.0
2024-12-10,4,119600.0
2024-12-11,1,203700.0
2024-12-11,2,186600.0
2024-12-11,3,152800.0
2024-12-11,4,119200.0
2024-12-12,1,203000.0
2024-12-12,2,185900.0
2024-12-12,3,152200.0
2024-12-12,4,118700.0
2024-12-13,1,202900.0
2024-12-13,2,185800.0
2024-12-13,3,152100.0
2024-12-13,4,118700.0
2024-12-14,1,203800.0
2024-12-14,2,186700.0
2024-12-14,3,152900.0
2024-12-14,4,119200.0
2024-12-15,1,204100.0
2024-12-15,2,187000.0
2024-12-15,3,153100.0
2024-12-15,4,119400.0
2024-12-16,1,204300.0
2024-12-16,2,187100.0
2024-12-16,3,153200.0
2024-12-16,4,119500.0
2024-12-17,1,204800.0
2024-12-17,2,187600.0
2024-12-17,3,153600.0
2024-12-17,4,119800.0
2024-12-18,1,205100.0
2024-12-18,2,187800.0
2024-12-18,3,153800.0
2024-12-18,4,120000.0
2024-12-19,1,206000.0
2024-12-19,2,188700.0
2024-12-19,3,154500.0
2024-12-19,4,120500.0
2024-12-20,1,206700.0
2024-12-20,2,189300.0
2024-12-20,3,155000.0
2024-12-20,4,120900.0
2024-12-21,1,207000.0
2024-12-21,2,189700.0
2024-12-21,3,155300.0
2024-12-21,4,121100.0
2024-12-22,1,207000.0
2024-12-22,2,189600.0
2024-12-22,3,155300.0
2024-12-22,4,121100.0
2024-12-23,1,206600.0
2024-12-23,2,189200.0
2024-12-23,3,154900.0
2024-12-23,4,120900.0
2024-12-24,1,207000.0
2024-12-24,2,189600.0
2024-12-24,3,155200.0
2024-12-24,4,121100.0
2024-12-25,1,207600.0
2024-12-25,2,190200.0
2024-12-25,3,155700.0
2024-12-25,4,121500.0
2024-12-26,1,207400.0
2024-12-26,2,189900.0
2024-12-26,3,155500.0
2024-12-26,4,121300.0
2024-12-27,1,206600.0
2024-12-27,2,189200.0
2024-12-27,3,154900.0
2024-12-27,4,120900.0
2024-12-28,1,206900.0
2024-12-28,2,189500.0
2024-12-28,3,155200.0
2024-12-28,4,121000.0
2024-12-29,1,207000.0
2024-12-29,2,189600.0
2024-12-29,3,155300.0
2024-12-29,4,121100.0
2024-12-30,1,206600.0
2024-12-30,2,189300.0
2024-12-30,3,155000.0
2024-12-30,4,120900.0
2024-12-31,1,206100.0
2024-12-31,2,188800.0
2024-12-31,3,154600.0
2024-12-31,4,120600.0
2025-01-01,1,205300.0
2025-01-01,2,188100.0
2025-01-01,3,154000.0
2025-01-01,4,120100.0
2025-01-02,1,205000.0
2025-01-02,2,187700.0
2025-01-02,3,153700.0
2025-01-02,4,119900.0
2025-01-03,1,204100.0
2025-01-03,2,187000.0
2025-01-03,3,153100.0
2025-01-03,4,119400.0
2025-01-04,1,203600.0
2025-01-04,2,186500.0
2025-01-04,3,152700.0
2025-01-04,4,119100.0
2025-01-05,1,204600.0
2025-01-05,2,187400.0
2025-01-05,3,153500.0
2025-01-05,4,119700.0
2025-01-06,1,205200.0
2025-01-06,2,188000.0
2025-01-06,3,153900.0
2025-01-06,4,120100.0
2025-01-07,1,205100.0
2025-01-07,2,187900.0
2025-01-07,3,153800.0
2025-01-07,4,120000.0
2025-01-08,1,205000.0
2025-01-08,2,187800.0
2025-01-08,3,153700.0
2025-01-08,4,119900.0
2025-01-09,1,205200.0
2025-01-09,2,188000.0
2025-01-09,3,153900.0
2025-01-09,4,120100.0
2025-01-10,1,205400.0
2025-01-10,2,188100.0
2025-01-10,3,154000.0
2025-01-10,4,120100.0
2025-01-11,1,205900.0
2025-01-11,2,188600.0
2025-01-11,3,154400.0
2025-01-11,4,120500.0
2025-01-12,1,205200.0
2025-01-12,2,188000.0
2025-01-12,3,153900.0
2025-01-12,4,120100.0
2025-01-13,1,204600.0
2025-01-13,2,187400.0
2025-01-13,3,153400.0
2025-01-13,4,119700.0
2025-01-14,1,204300.0
2025-01-14,2,187100.0
2025-01-14,3,153200.0
2025-01-14,4,119500.0
2025-01-15,1,205000.0
2025-01-15,2,187800.0
2025-01-15,3,153700.0
2025-01-15,4,119900.0
2025-01-16,1,205900.0
2025-01-16,2,188600.0
2025-01-16,3,154400.0
2025-01-16,4,120400.0
2025-01-17,1,205700.0
2025-01-17,2,188400.0
2025-01-17,3,154300.0
2025-01-17,4,120300.0
2025-01-18,1,206600.0
2025-01-18,2,189300.0
2025-01-18,3,155000.0
2025-01-18,4,120900.0
2025-01-19,1,206300.0
2025-01-19,2,189000.0
2025-01-19,3,154700.0
2025-01-19,4,120700.0
2025-01-20,1,206600.0
2025-01-20,2,189300.0
2025-01-20,3,155000.0
2025-01-20,4,120900.0
2025-01-21,1,206200.0
2025-01-21,2,188800.0
2025-01-21,3,154600.0
2025-01-21,4,120600.0
2025-01-22,1,207100.0
2025-01-22,2,189700.0
2025-01-22,3,155300.0
2025-01-22,4,121100.0
2025-01-23,1,207300.0
2025-01-23,2,189900.0
2025-01-23,3,155500.0
2025-01-23,4,121300.0
2025-01-24,1,207000.0
2025-01-24,2,189600.0
2025-01-24,3,155200.0
2025-01-24,4,121100.0
2025-01-25,1,206900.0
2025-01-25,2,189500.0
2025-01-25,3,155200.0
2025-01-25,4,121000.0
2025-01-26,1,206300.0
2025-01-26,2,188900.0
2025-01-26,3,154700.0
2025-01-26,4,120700.0
2025-01-27,1,205600.0
2025-01-27,2,188300.0
2025-01-27,3,154200.0
2025-01-27,4,120300.0
2025-01-28,1,205300.0
2025-01-28,2,188000.0
2025-01-28,3,154000.0
2025-01-28,4,120100.0
2025-01-29,1,206200.0
2025-01-29,2,188900.0
2025-01-29,3,154700.0
2025-01-29,4,120600.0
2025-01-30,1,206900.0
2025-01-30,2,189500.0
2025-01-30,3,155200.0
2025-01-30,4,121000.0
2025-01-31,1,207800.0
2025-01-31,2,190400.0
2025-01-31,3,155900.0
2025-01-31,4,121600.0
2025-02-01,1,208600.0
2025-02-01,2,191100.0
2025-02-01,3,156500.0
2025-02-01,4,122100.0
2025-02-02,1,209300.0
2025-02-02,2,191800.0
2025-02-02,3,157000.0
2025-02-02,4,122500.0
2025-02-03,1,209600.0
2025-02-03,2,192000.0
2025-02-03,3,157200.0
2025-02-03,4,122600.0
2025-02-04,1,210100.0
2025-02-04,2,192400.0
2025-02-04,3,157500.0
2025-02-04,4,122900.0
2025-02-05,1,211000.0
2025-02-05,2,193300.0
2025-02-05,3,158300.0
2025-02-05,4,123500.0
2025-02-06,1,211300.0
2025-02-06,2,193500.0
2025-02-06,3,158500.0
2025-02-06,4,123600.0
2025-02-07,1,211900.0
2025-02-07,2,194100.0
2025-02-07,3,158900.0
2025-02-07,4,124000.0
2025-02-08,1,212500.0
2025-02-08,2,194600.0
2025-02-08,3,159400.0
2025-02-08,4,124300.0
2025-02-09,1,213500.0
2025-02-09,2,195500.0
2025-02-09,3,160100.0
2025-02-09,4,124900.0
2025-02-10,1,213500.0
2025-02-10,2,195600.0
2025-02-10,3,160100.0
2025-02-10,4,124900.0
2025-02-11,1,213500.0
2025-02-11,2,195600.0
2025-02-11,3,160200.0
2025-02-11,4,124900.0
2025-02-12,1,213800.0
2025-02-12,2,195800.0
2025-02-12,3,160400.0
2025-02-12,4,125100.0
2025-02-13,1,213000.0
2025-02-13,2,195100.0
2025-02-13,3,159800.0
2025-02-13,4,124600.0
2025-02-14,1,212400.0
2025-02-14,2,194500.0
2025-02-14,3,159300.0
2025-02-14,4,124200.0
2025-02-15,1,211700.0
2025-02-15,2,193900.0
2025-02-15,3,158700.0
2025-02-15,4,123800.0
2025-02-16,1,212000.0
2025-02-16,2,194200.0
2025-02-16,3,159000.0
2025-02-16,4,124000.0
2025-02-17,1,213100.0
2025-02-17,2,195200.0
2025-02-17,3,159800.0
2025-02-17,4,124600.0
2025-02-18,1,213500.0
2025-02-18,2,195600.0
2025-02-18,3,160100.0
2025-02-18,4,124900.0
2025-02-19,1,213100.0
2025-02-19,2,195200.0
2025-02-19,3,159800.0
2025-02-19,4,124700.0
2025-02-20,1,212900.0
2025-02-20,2,195000.0
2025-02-20,3,159600.0
2025-02-20,4,124500.0
2025-02-21,1,213800.0
2025-02-21,2,195900.0
2025-02-21,3,160400.0
2025-02-21,4,125100.0
2025-02-22,1,214000.0
2025-02-22,2,196000.0
2025-02-22,3,160500.0
2025-02-22,4,125200.0
2025-02-23,1,213100.0
2025-02-23,2,195200.0
2025-02-23,3,159800.0
2025-02-23,4,124700.0
2025-02-24,1,213900.0
2025-02-24,2,195900.0
2025-02-24,3,160400.0
2025-02-24,4,125100.0
2025-02-25,1,213500.0
2025-02-25,2,195600.0
2025-02-25,3,160100.0
2025-02-25,4,124900.0
2025-02-26,1,212800.0
2025-02-26,2,194900.0
2025-02-26,3,159600.0
2025-02-26,4,124500.0
2025-02-27,1,213300.0
2025-02-27,2,195300.0
2025-02-27,3,159900.0
2025-02-27,4,124800.0
2025-02-28,1,214000.0
2025-02-28,2,196000.0
2025-02-28,3,160500.0
2025-02-28,4,125200.0
2025-03-01,1,213300.0
2025-03-01,2,195400.0
2025-03-01,3,160000.0
2025-03-01,4,124800.0
2025-03-02,1,214200.0
2025-03-02,2,196200.0
2025-03-02,3,160700.0
2025-03-02,4,125300.0
2025-03-03,1,214300.0
2025-03-03,2,196300.0
2025-03-03,3,160700.0
2025-03-03,4,125300.0
2025-03-04,1,214100.0
2025-03-04,2,196100.0
2025-03-04,3,160600.0
2025-03-04,4,125200.0
2025-03-05,1,215000.0
2025-03-05,2,196900.0
2025-03-05,3,161200.0
2025-03-05,4,125800.0
2025-03-06,1,214600.0
2025-03-06,2,196600.0
2025-03-06,3,161000.0
2025-03-06,4,125600.0
2025-03-07,1,215600.0
2025-03-07,2,197500.0
2025-03-07,3,161700.0
2025-03-07,4,126100.0
2025-03-08,1,216100.0
2025-03-08,2,197900.0
2025-03-08,3,162000.0
2025-03-08,4,126400.0
2025-03-09,1,217000.0
2025-03-09,2,198700.0
2025-03-09,3,162700.0
2025-03-09,4,126900.0
2025-03-10,1,217100.0
2025-03-10,2,198800.0
2025-03-10,3,162800.0
2025-03-10,4,127000.0
2025-03-11,1,216600.0
2025-03-11,2,198400.0
2025-03-11,3,162400.0
2025-03-11,4,126700.0
2025-03-12,1,217200.0
2025-03-12,2,198900.0
2025-03-12,3,162900.0
2025-03-12,4,127000.0
2025-03-13,1,218000.0
2025-03-13,2,199700.0
2025-03-13,3,163500.0
2025-03-13,4,127500.0
2025-03-14,1,217500.0
2025-03-14,2,199300.0
2025-03-14,3,163100.0
2025-03-14,4,127300.0
2025-03-15,1,217100.0
2025-03-15,2,198800.0
2025-03-15,3,162800.0
2025-03-15,4,127000.0
2025-03-16,1,216700.0
2025-03-16,2,198500.0
2025-03-16,3,162500.0
2025-03-16,4,126800.0
2025-03-17,1,217000.0
2025-03-17,2,198800.0
2025-03-17,3,162800.0
2025-03-17,4,127000.0
2025-03-18,1,216500.0
2025-03-18,2,198300.0
2025-03-18,3,162300.0
2025-03-18,4,126600.0
2025-03-19,1,215800.0
2025-03-19,2,197700.0
2025-03-19,3,161800.0
2025-03-19,4,126200.0
2025-03-20,1,216700.0
2025-03-20,2,198500.0
2025-03-20,3,162500.0
2025-03-20,4,126800.0
2025-03-21,1,217200.0
2025-03-21,2,198900.0
2025-03-21,3,162900.0
2025-03-21,4,127000.0
2025-03-22,1,217600.0
2025-03-22,2,199300.0
2025-03-22,3,163200.0
2025-03-22,4,127300.0
2025-03-23,1,217900.0
2025-03-23,2,199600.0
2025-03-23,3,163400.0
2025-03-23,4,127500.0
2025-03-24,1,218600.0
2025-03-24,2,200200.0
2025-03-24,3,163900.0
2025-03-24,4,127900.0
2025-03-25,1,218700.0
2025-03-25,2,200400.0
2025-03-25,3,164100.0
2025-03-25,4,128000.0
2025-03-26,1,218000.0
2025-03-26,2,199600.0
2025-03-26,3,163500.0
2025-03-26,4,127500.0
2025-03-27,1,218000.0
2025-03-27,2,199700.0
2025-03-27,3,163500.0
2025-03-27,4,127500.0
2025-03-28,1,218400.0
2025-03-28,2,200000.0
2025-03-28,3,163800.0
2025-03-28,4,127700.0
2025-03-29,1,218500.0
2025-03-29,2,200100.0
2025-03-29,3,163900.0
2025-03-29,4,127800.0
2025-03-30,1,219500.0
2025-03-30,2,201100.0
2025-03-30,3,164600.0
2025-03-30,4,128400.0
2025-03-31,1,220400.0
2025-03-31,2,201900.0
2025-03-31,3,165300.0
2025-03-31,4,128900.0
2025-04-01,1,221300.0
2025-04-01,2,202700.0
2025-04-01,3,166000.0
2025-04-01,4,129400.0
2025-04-02,1,221400.0
2025-04-02,2,202800.0
2025-04-02,3,166000.0
2025-04-02,4,129500.0
2025-04-03,1,222400.0
2025-04-03,2,203800.0
2025-04-03,3,166800.0
2025-04-03,4,130100.0
2025-04-04,1,223400.0
2025-04-04,2,204600.0
2025-04-04,3,167500.0
2025-04-04,4,130700.0
2025-04-05,1,223100.0
2025-04-05,2,204300.0
2025-04-05,3,167300.0
2025-04-05,4,130500.0
2025-04-06,1,222600.0
2025-04-06,2,203900.0
2025-04-06,3,167000.0
2025-04-06,4,130200.0
2025-04-07,1,222900.0
2025-04-07,2,204100.0
2025-04-07,3,167200.0
2025-04-07,4,130400.0
2025-04-08,1,222100.0
2025-04-08,2,203400.0
2025-04-08,3,166600.0
2025-04-08,4,129900.0
2025-04-09,1,222800.0
2025-04-09,2,204100.0
2025-04-09,3,167100.0
2025-04-09,4,130300.0
2025-04-10,1,222900.0
2025-04-10,2,204100.0
2025-04-10,3,167100.0
2025-04-10,4,130400.0
2025-04-11,1,223100.0
2025-04-11,2,204300.0
2025-04-11,3,167300.0
2025-04-11,4,130500.0
2025-04-12,1,223200.0
2025-04-12,2,204400.0
2025-04-12,3,167400.0
2025-04-12,4,130600.0
2025-04-13,1,223100.0
2025-04-13,2,204300.0
2025-04-13,3,167300.0
2025-04-13,4,130500.0
2025-04-14,1,223600.0
2025-04-14,2,204800.0
2025-04-14,3,167700.0
2025-04-14,4,130800.0
2025-04-15,1,223000.0
2025-04-15,2,204300.0
2025-04-15,3,167300.0
2025-04-15,4,130500.0
2025-04-16,1,224100.0
2025-04-16,2,205300.0
2025-04-16,3,168100.0
2025-04-16,4,131100.0
2025-04-17,1,224600.0
2025-04-17,2,205700.0
2025-04-17,3,168400.0
2025-04-17,4,131400.0
2025-04-18,1,224600.0
2025-04-18,2,205800.0
2025-04-18,3,168500.0
2025-04-18,4,131400.0
2025-04-19,1,225100.0
2025-04-19,2,206200.0
2025-04-19,3,168800.0
2025-04-19,4,131700.0
2025-04-20,1,224200.0
2025-04-20,2,205400.0
2025-04-20,3,168200.0
2025-04-20,4,131200.0
2025-04-21,1,223800.0
2025-04-21,2,205000.0
2025-04-21,3,167800.0
2025-04-21,4,130900.0
2025-04-22,1,224000.0
2025-04-22,2,205200.0
2025-04-22,3,168000.0
2025-04-22,4,131100.0
2025-04-23,1,223800.0
2025-04-23,2,205000.0
2025-04-23,3,167900.0
2025-04-23,4,130900.0
2025-04-24,1,224100.0
2025-04-24,2,205300.0
2025-04-24,3,168100.0
2025-04-24,4,131100.0
2025-04-25,1,223800.0
2025-04-25,2,205000.0
2025-04-25,3,167800.0
2025-04-25,4,130900.0
2025-04-26,1,224000.0
2025-04-26,2,205200.0
2025-04-26,3,168000.0
2025-04-26,4,131000.0
2025-04-27,1,223600.0
2025-04-27,2,204800.0
2025-04-27,3,167700.0
2025-04-27,4,130800.0
2025-04-28,1,223600.0
2025-04-28,2,204800.0
2025-04-28,3,167700.0
2025-04-28,4,130800.0
2025-04-29,1,224000.0
2025-04-29,2,205100.0
2025-04-29,3,168000.0
2025-04-29,4,131000.0
2025-04-30,1,223800.0
2025-04-30,2,205000.0
2025-04-30,3,167900.0
2025-04-30,4,130900.0
2025-05-01,1,223900.0
2025-05-01,2,205100.0
2025-05-01,3,167900.0
2025-05-01,4,131000.0
2025-05-02,1,223400.0
2025-05-02,2,204700.0
2025-05-02,3,167600.0
2025-05-02,4,130700.0
2025-05-03,1,224000.0
2025-05-03,2,205100.0
2025-05-03,3,168000.0
2025-05-03,4,131000.0
2025-05-04,1,223800.0
2025-05-04,2,205000.0
2025-05-04,3,167900.0
2025-05-04,4,130900.0
2025-05-05,1,224600.0
2025-05-05,2,205800.0
2025-05-05,3,168500.0
2025-05-05,4,131400.0
2025-05-06,1,224300.0
2025-05-06,2,205500.0
2025-05-06,3,168200.0
2025-05-06,4,131200.0
2025-05-07,1,223800.0
2025-05-07,2,205000.0
2025-05-07,3,167800.0
2025-05-07,4,130900.0
2025-05-08,1,223100.0
2025-05-08,2,204400.0
2025-05-08,3,167400.0
2025-05-08,4,130500.0
2025-05-09,1,223400.0
2025-05-09,2,204600.0
2025-05-09,3,167600.0
2025-05-09,4,130700.0
2025-05-10,1,223000.0
2025-05-10,2,204200.0
2025-05-10,3,167200.0
2025-05-10,4,130400.0
2025-05-11,1,222300.0
2025-05-11,2,203600.0
2025-05-11,3,166700.0
2025-05-11,4,130000.0
2025-05-12,1,221900.0
2025-05-12,2,203300.0
2025-05-12,3,166400.0
2025-05-12,4,129800.0
2025-05-13,1,221500.0
2025-05-13,2,202900.0
2025-05-13,3,166100.0
